Review,Rating,Location,Date of Experience
"(a scandal I need to rate 1 star instead of 0 stars, in order to alert all of you!)This is an organized group of professionally trained people, whose aim is to deceive you and steal your money.For the second time in a row, we fell again into this defrauding companyFox rental a car robbed us money and there IS NO WAY to get in contact with anyone: customer service Email (billing at foxrentacar.com, customer centers, ....) Face book,  Websites, call center, …. (they actively use the technique of Ignore, avoid and Denial).Please note that the billing department (billing at foxrentacar.com) has no idea about what happened, so waiting in the line for >30 minutes will just be a waste of your time: Fox Las Vegas swapped the original contract and gave us a different one. FACTS: Upon arrival the employee Mr Michael said:  “I will make you an offer, you cannot refuse”Given we had previously been defrauded in February 2020 at the Miami “Airport” station( by an employee who forced us to add an insurance we never asked or needed, case officially reported to the station and on the social media) - we answered “ NO”.But then he added: “you should trust me, If you return the car empty, it costs you only 3US$ to refuel the car.After returning it with some fuel, we were (obviously) charged for the whole missing fuel. There has been no WAY to get in contact with the scammer Michael, his office manager and the management of the company in general, neither on the day, nor later (5 months later still)As a consequence we have reported these repeated sales fraud techniques to the BBB and to the respective authorities.Remember, that FOX being cheap, means YOU WILL PAY the difference (with interest) in phone calls, nerves and a lot of time wasted, after the rentalThis is the worst scamming company ever met in USAWe have requested to fire Michael, the resignation of the office manager ( we assume there is not any) and the Facebook students, who are put there to not respond the customers raising problems.Note: The company has often asked us to contact billing at foxrentacar.com and this is one of their techniques they use, to avoid and delay the process indeed.Short note on reaching the station:When you land at the airport, there is NO Fox car rental.  You need to wait for a bus at least 20 minutes, drive additional 20 minutes to a station. Still this is NOT where FOX is: you need to wait for a SECOND bus (no air conditioning and no social distancing so to better spread COV19) and after a journey in 120F, you get to their third world location.After that, HELL will begin with FOX Rent a CAR",1,GB,"January 10, 2021"
An agent pressurised additional Rental Liability Insurance which he claimed was essential and is factually incorrect after a 10 hour flight spoilt the whole experience. Otherwise the car was perfect. I would steer away from this agency.,1,US,"January 05, 2021"
Still in line after 1 hour in Phx. .  3 people working line of 50.  DO NOT USE THIS COMPANY.,1,US,"January 04, 2021"
Our experience was horrible. Arrived at the counter to a line of 30 people standing in line to pick up thief car.The counter had three people processing the line. Then 2. One went home saying I’m done did my 8 hours sucks for you.My car was not available so was forced to upgrade at 15.00 more per day.Steer clear,1,US,"January 04, 2021"
"Horrible experience! Made reservation, pad for it. Got to airport counter and they told me tehy have NO CARS! WHAT A JOKE! Had to wait 2 (!) hours to get a car",1,US,"January 01, 2021"
"I rented a car for one week. I was able to avoid tolls except for one, there was no cash toll plaza. A few weeks later I received a bill - $1 toll, turned into a $16 bill. Fox charged a $15 administrative fee. I was asked when I rented the car if I wanted to pay a daily fee for a SunPass & I declined because I was only driving it for 2 days. I will never use this company again, the car was very worn and I don't like the fact that I don't have the option to pay my bill without an extortion fee of $15.Update:  I called the # and was able to have the administrative fee waived as a one time courtesy since it was only one charge. All is good now,  thank you. Advice for the future: Avoid tolls, especially now adays where some toll plazas don't accept cash payments any longer.",1,US,"December 30, 2020"
"I ordered a car on december 4th through priceline thinking I was protected. On that day I was charged $220 thinking I got a great deal. Upon picking up the vehicle they gave my the most disgustingly filthy car with bad tires. When I refused that car they gave me an ""upgrade"" of which I was then charged for. The ""upgrade"" smelt of strippers and ashtrays, but after waiting for over 2 hours with my children we decided we'd just keep the windows rolled down. On our drive my 7 year old daughter found a razor blade and some peanut butter in the backseat. What ever. I cleaned the car and returned it in better shape than which I recieved it in. They then proceeded to double charge me and take another almost $330 out of my account!! Of course I can't get anyone on the phone. Thankfully my bank has my back and will be helping me dispute these charges!! STAY AWAY!!",1,US,"December 28, 2020"
"Update on 1/8/21:  after forwarding the requested info to Fox as requested,  they chose not to do anything with it and chose not to contact me.  Original review stands as posted.  Hidden charges; no way will I rent from them again.  Upon arrival, I was offered a ""free"" upgrade.  After returning the car, I was charged an additional $30 + taxes for the upgrade.  The car was supposedly equipped with an EZ Pass which I did not even see and did not request,  It was not needed as we did not go through any toll areas.  I was charged $35 + taxes for this on the final bill.  Fort Myers, Florida Airport location.  Stay away from Fox.  I would give less than 1 Star if I could.",1,US,"December 28, 2020"
"I have no idea why anyone would rate this company with 4 stars.  They hardly deserve 1 star.  I have rented from this company, and its sister company, Ace, several times, because of their low prices, which are significantly lower than most of the next lowest prices.  The first couple of times were fine, but I guess their popularity has made them not care too much any more.  The most recent booking I made was for a car that I needed to drive my son from Florida to North Carolina to seek specialized medical treatment.  After waiting on line at Hollywood-Ft. Lauderdale airport for over an hour, I get to the reservation desk and the clerk tells me he can't give me the car because due to COVID they are not allowing any cars to go out of state, and that, further, if I drove the car out of state, it would turn itself off and report itself stolen.  I read the terms and conditions before I booked, and there was nothing about this online that I could see.  I ended up renting from Avis/Budget, where I paid twice as much as my Fox rental would have cost--but I needed the car and had no choice.  If I had booked with Budget to begin with, it would have cost more than Fox, but the aggravation would have been far less.The last time, with Ace, they made me buy their extra insurance, citing some regulation that no one else had mentioned, requiring renters to prove that they have $100,000 in coverage.  Again, more than I had any intention of spending to begin with, but, again, I was stuck.I am furious and disgusted, and I will never rent from them again.",1,US,"December 22, 2020"
"I had a Fox Car reservation @ Orlando International Airport. My flight was delayed arriving to MCO. Between baggage claim, shuttle which was not clearly explained in the reservation another add another 1.25 hrs. I wait in the Fox Rental office line for 45 minutes. Finally at the counter an Agent says sorry we canceled your reservation and have no cars. You can take the shuttle back to the airport. This is at 10:45 pm. I had to book a room at the Hampton Inn for $77 because it was too late. Here is the biggest reason to not rent from Fox. My Dad was dying and I lost a precious time to see him. This company is a joke!",1,US,"December 19, 2020"
"The worst experience in my many years of travel.  Arrived late at Ft. Lauderdale due to delayed flight.  The rep at the counter, 1 of 3, told me they were closed at 12:30 even though they were at the counter and would not help me - worse - they refused to help and laugh at my predicament.  Stranded at the airport with no car with 2 kids after midnight.Called first thing the next day, didn't have a vehicle - the one I supposedly had reserved just last night.  And when questioned about this, the rep I was talking to hung up on me.  Again WORST CUSTOMER SERVICE EXPERIENCE EVER.",1,US,"December 18, 2020"
"I booked a rental car from them and it said I had unlimited mileage. I get to FOX RENT a CAR and they said it’s unlimited mileage only if you had a flight... I went looking for that fine print and it was 8 pages down. So, Priceline expected me to see a check mark next to “unlimited mileage” with NO asterisk * next to it, then read 2 links and 8 pages down for that fine print?!? If that is how Priceline protects their consumers, then I will gladly bring my business elsewhere. This is not the time or place for games! People have to get places! When I called them, they said “well... it’s in the fine print..” they supported this! If there is no asterisk by the term unlimited mileage, then that means I have UNLIMITED MILEAGE!!!!",1,CA,"December 16, 2020"
"Be aware, even if you take their whole insurance package on the web site, the lady at the counter will try to sell you more insurance at a stupid cost. Trying to say that the C in the CDW is not covered....shame on them .On the way out, waiting to exit the parking lot, the manager driving a car out cut off us and give us bad mouth....",2,US,"December 15, 2020"
"I rented a car from Fox Car rental from the Miami location. The rate for the car was reasonable, so I reserved a vehicle. Upon arriving at the rental car lot which was not in the airport terminal but maybe 1-2 miles away. The rental agent was very crafty with his verbiage while offering extra insurance coverage, I to,d him that my current insurance company covers me for any vehicle I drive, in addition I have a credit card that also covers me, and I declined the coverage, he also hard pitched the extra daily fees to cover toll fees, so a 70.00 rental was estimated to be 150.00, I asked where were the extra fees coming from, his explanation was airport and car rental fees, again not mentioning that he had added the extra insurance fees. Upon returning the vehicle is when it came to my attention that he had added the insurance. I asked them to remove it, and refund those insurance fees, I was told that I needed to call their billing department, at this time they weren’t open due to them having pacific west coast hours and it was 7am east coast time, long story condensed, I called for two days waiting hours in a call que to never reach anyone to have them to refund the overcharge of them adding the insurance that I declined, I got so frustrated that I simply called my credit card company and disputed the overcharge and let then handle it. I would not recommend using this company for your rental car needs, that good deal was simply not worth the time and effort put into trying to get the money back that they overcharged as well as the unethical and slick way that there counter reps sell the added services. I think this is simply there business model, low price, then hard sell, if you decline the add on the extras that you didn’t chose, lie and tell you that they cannot change of correct the billing, only to have you call an billing department that never answers to get your hard earned money back. I tried supporting the little independent rental car companies, won’t do that again, nor will ever use Fox Car Rental ever again, the cost to acquire new clients is high I tried them without them using any marketing dollars and they blew it, and could have had a long term corporate and personal renter.",1,US,"December 15, 2020"
"Absolutely the worst rental car experience i have ever had, by far! Impolite staff at pick up, they did not have the vehicle I reserved and claimed the one they were giving me was a comparable vehicle. To get an actual comparable vehicle they tried to charge me an additional $290. Finally gave up and left with the smaller, non 4x4 vehicle. Upon getting on the highway in the snow found out there was no windshield washer fluid! Pulled off and picked some up, then realized the washer spray nozzles shot off to the sides of the car not even hitting the windshield, had to wedge a pen cap under each nozzle to get them to hit the windshield. Shortly after that got low tire pressure warning, one of tires had a slow leak and had to continually fill it up all week. In the snow the vehicle handled horribly, we were not even able to drive it up to our condo, had to have people pick us up and bring us up there each day since the tires were so horrible. Finally on the shuttle back to the airport the shuttle driver tried to cram people into the shuttle ignoring the signs with the closed seats. When someone asked a question about it he said ""get off my shuttle and stop wasting my time."" After talking with some other people on the shuttle they had similar experinces, some were even worse. I wish i would have seen the reviews of this dump before hand. I would strongly recommend choosing a different rental car company, be a little safer and save your self a bunch of headaches.",1,US,"December 14, 2020"
Horrible line was super long when I arrived to airport and once to counter the amount I had to pay went up from 47.48 that was due to 400.00 now how is this possible? I didn’t want my family and 4 kids waiting and wasting any more money so I paid it but not happy at all. Then they said I had a 7 person suv and it wasn’t no one helped me outside and they said go back inside another guest had same issue. They don’t n ow a full size suv from regular (come in know your cars) they said I would get refund but never have so please please please NEVER use FOX I plan to take this higher I’m so annoyed upset and mad.,1,US,"December 13, 2020"
"I have rented from Fox 3 xs in the last 3 months.  I have rented through ""wisecars.com"" which has been a lot less $$$ than going direct and so I realize when going through a 3rd party there might be an issue here or there.  The last 2 times at Fox the price I was quoted from Wisecar was different than what they charged me at Fox. It was like $6-7 difference and I didn't feel like arguing about it.  The customer service agent at Fox told me to take it up with Wisecar.  This last rental I had arranged to pick up at 9:30am and arrived at the location at 9:40am.  I was checked in right away and given an ""upgrade"".  Well the reason I was upgraded was because they literally had no vehicles ready or clean.  They spent 25 minutes washing my rental and did a pretty poor job of it at that.  On the upside.  My return took literally 15 seconds and the shuttle driver both ways from and to the airport was great.  I will rent again as I am saving 30-40% over regular rates.  If you rent from Fox be prepared to be a little patient.",4,MX,"December 07, 2020"
"Fraudulent!  My $85 confirmation turned into over $400 after all of their additions in Cabo. If I’d listened to a timeshare presentation then they would agree to knock off $300. Where did that come from?!  Not part of my booking in any way! They absolutely refused to honor my confirmation even when I gave them a photocopy that was emailed to me. We listened as they baited and switched 2 other couples, both of whom had booked SUVs but Fox was magically out of SUVs when they arrived; they then upsild them to a more expensive vehicle, What next? Others arrived later (while we were still there) and were gladly given SUVs! Fox was  to be in the Cabo airport but we had to take a shuttle, then we learned that Fox wasn’t even Fox anymore but had been bought out by Eurocar. BEWARE and STAY AWAY!",1,US,"November 29, 2020"
"We reserved a SUV over a month ago, put a credit card on file and when we went to pickup after landing in Seattle, we were advised they had given away the SUV we reserved AND didn’t have any other SUVs to provide. They may be well priced but don’t expect them to have a vehicle when you go to pickup. After flying over 8 hours with 3 kids the last thing we wanted to deal with was finding another rental.",1,N/A,"November 27, 2020"
"Will never use Fox Rental again!!!!!Waited in line for over an hour! One clerk at counter in FLL. 2nd came out very rudThen all the extra charges, Ins, Sun Pass, fuel, and $150 deposit. Didnt want any off it!Van was trashed in the back seat. never cleaned.Returned van fuel of full. Was still charged for an empty tank. Complained to them. No receipt no refund!!!!  CriminalsI would avoid this company at all cost. Not very reputable.",1,US,"November 25, 2020"
"Will never use it again! I should have known better to use Fox Rent a Car.We had a reservation for a full size SUV (Ford Explorer). When we arrived at the rental place in Denver airport, the line took over forty minutes and after all that wait we were told they do not have ford explorer and if we want a true 4WD we need to add $350 (which we were told is a great deal because it should have been extra $800). We declined. As the result, we were given Dodge Journey, with low tire pressure alarm on, no snow brush and with summer tires. It snowed three days later and the car has no grip whatsoever. WHich is totally unacceptable for late November rentals in Colorado.",1,US,"November 25, 2020"
Can get a receipt.    Cant get a hold of them. Have spent over 3 hours on hold with no answer.      Returned a car and was charged for fuel when I returned it with more then it had.  Returned vehicle after 1 day when I had orginally had a 5 day rental. Not only did I not get a refund I was charged extra.  Never ever again will I use Fox,1,US,"November 24, 2020"
"When I got to Fox Rent a Car outside of the Miami International Airport, because they do not have a counter inside the airport, the attendant showed me a totally different price from what I had seen listed, reserved and paid for online on priceline.com.  When I asked him what that was about, he said that they charge $25.00 EXTRA for Florida residents.  Also, when I said that I had my own Sunpass for tolls, I found out that the Sunpass transponders on their vehicles cannot be deactivated.  Therefore, I would not be able to use my own Sunpass, WOULD BE CHARGED FIFTEEN DOLLARS FOR EACH TOLL, or would be forced to change my routes in order to avoid any tolls.  I can only imagine how many tourists have become their victims on the Sunpass Scheme of $15.00 PER TOLL.  I doubt that they inform the tourists about the toll charges before they drive out.",1,US,"November 23, 2020"
"First car we rented smelled like body odor. It had 77000 miles on it.  Battery died out in the middle of nowhere.  tow truck driver said battery was shot.  Returned it and got another smelly rental, cigerettes this time.  Had 22000 miles on it.  OK car.  Had to wait in line for 1 hr and 45 minutes to get first car.  The clerk at counter  was busy singing to the music on her radio. This place should be shut down.  Both cars windows were filthy.",1,US,"November 20, 2020"
"I rented a car from Fox Rent a Car in October 2020.  It took appx. 30 mins at the rental counter in Orlando. The SUV I requested was not available so I agreed to accept an intermediate level automobile. The car reeked of cigarette smell! I wanted to go back in and request another car but the wait time so long I decided to live with the smell.  I drove through toll roads on my trip. During Covid, all toll plazas do not accept cash so I knew they would bill me via my credit card. I was shocked when I received a bill for an additional $ 60.00 for ""administrative fees"" for tolls totaling $ 7.25! Since Covid, no rental cars companies are charging this fee! I called and the customer service rep dropped the fee to $15 plus tolls. Of course, I would pay the tolls but the additional fee is ludicrous!",2,US,"November 18, 2020"
"Rented a car for 4 days, they cancelled the reservation on us because we were late, (Flight). Then charged us double the price...then gave us a dirty car and when I say dirty, not the outside, food all over the seats, the smell was so bad we stopped at a store to get Lysol spray and Febreze, nothing was wiped down, you could see finger prints everywhere, also needed Lysol wipes (Covid), not to mention the person waiting on us was rude because God forbid we took a moment to decide what to do (be without a car at Denver Airport)",1,US,"November 17, 2020"
"Rented a car from FLL. Excellent experience. A bit longer wait to get the car (40-60 min), but it is completely understandable. The company has the lowest prices.",5,US,"November 17, 2020"
"Bad bad bad...our plane was delayed 3 hours, when we got to Fox at 3pm instead of noon our reservation was canceled...No car for you",1,US,"November 14, 2020"
"I rented a car from Fox at Tampa Airport on October 17,2020.  I waited in line for over 2 hours only to find out they would charge me another $150 for something?? Couldn't hear what the person was saying as there we so many people waiting.  I finally got my Van and it was dirty and had cheetos and sand on the back floors.  Later I noticed a big dent in the back passenger side of the car.  I returned the car with 3/4 tan of gas.  I was charged $248 after I returned home!!! I have been trying to call customer (no service) and there are always more then 10 people waiting on hold grrrr.  I will keep trying but I am not a happy customer!!!",1,US,"November 12, 2020"
atsanta airportfraudantly billedmycardafter saying gas awsw adequarte horrible company,1,US,"November 10, 2020"
"As many peeps commented before, the wait time to get the rental even with a reservation is unacceptable. We picked our car up in Las Vegas where the Fox location is far out from the airport. With taking two shuttles it takes about 30 minutes to get there. From there we waited over two hours to finally get the booked car. The car was clean and ok with 74,000 miles on it. It drove well and we had no complains. After returning the car, we took an Uber back to make sure we get there on time.",2,US,"November 10, 2020"
"Rude at check in, didn’t give me remotely similar to the car I thought I was getting, rude upon returning the car, tried to make me feel stupid and how to open the trunk when I’ve had the car all week. The car was gross inside not cleaned properly for sure! Some damage on the outside.",2,US,"November 01, 2020"
"A kind of an old car with 50k miles, slow service at the counter during no-people-anywhere covid times, a bit overly aggressive upselling extra services and talking you into a car you didn't book and eventually a mess up at the return which made me call back and wait for a refund, all not worth going back to this place.",2,US,"November 01, 2020"
"HELP!!!!Need roadside assistance.   No one will answer at roadside on contract itself877 936 9359Have called other number, tooCar has 51,098 mi.  Should not be in serviceWas not happy lack Sanitizing but had to take it.  Late at night.   Dirty mask in front cubby.  Fox refused at first to remove it Next morning found wrappers, food and dirty tissues in rear pocket.  Like on airplane.Will try to connect pictures.  Not important now but have the time.New icon brake and ABS.  Was red lightning bolt and yellow in center.  New is in mph section.  Also, tells me I am not in park.Any suggestions would be great.",1,US,"October 27, 2020"
"This is the last time I will rent from FOX. Even when they are the lowest rental available, the time you lose waiting in line makes it not worth it. More than a few times that I’ve rented with them, they only have 1 person working the counter.  I just cannot do this anymore.",1,US,"October 25, 2020"
"I had a reservation friday, october 16th 2020 - Same experience, got off the plane and had to wait in line for 2 hrs, all the while fox agents would get up and leave for break, dinner, etc.  only really two or three out of four were there at any time.  the team leader, a blonde lady, had no mask on the entire time I was waiting.  I called her on it and she said "" oh , i have it and pulled it out of her pocket.  Not the same as wearing it!""  finally got the car ( 1 of very few left that day ) and it was dirty, barely full with gas and more importantly had a tire fault light on.  I had looked at Fox rent a car as a value line company, but its not worth the time and effort i spent waiting and being exposed to covid.jeff c",1,US,"October 22, 2020"
Three hours to get a car.   35 minutes wait for the shuttle.  2 hours in the line of 42 people. Car was given to us not even clean. Worst car rental experience ever.,1,US,"October 16, 2020"
"I flew into Denver and saw all the other companies had like 3 or 4 nice shuttles about every 5 min come to pick up its customers. Fox was the ugly stepchild. The shuttle looked like it was going to break down and burn up with everyone in it. We get dropped off and oh my god did we wait. An hour and a half just to be seen, standing. They slipped in every other extra they could try to bill for, and it took forever just to get the vehicle. Pre pay for gas is never cheaper and if you don't fill it they will charge 7.99 a gal. We got our Jeep which is apparently pretty rare. It was all beat up and we took so many videos. The ability to change a spare didn't exist as the jack was missing and the spare was flat. We were going to be driving a lot so I had to fix it and get a jack. Return was just as crazy but thankfully we were only there for 30 min. Check Google reviews.  I would have gladly went to any other company and paid so I didn't wait in line. I will never use them again.",1,N/A,"October 15, 2020"
"FOX RENT-A-CARReserved a full sized car but at the counter was offered a Corolla which is a sub-compact.  Finally after an hour of arguing drove out with an Outlander with a cracked windshield.  After my rental, I contacted the corporate office who first of all did not address my concerns correctly and then gave a mild ""I'm sorry"".  Won't rent from FOX Rent-A-Car again",2,US,"October 15, 2020"
"This was by far the worst experience I’ve had with a rental company! We flew from Atlanta to Denver for our honeymoon moon on 10/4/20. Upon arriving at the Denver fox car location, at 6pm we stood in line for two and a half hours. They had me sign the pre trip inspection form before I ever laid eyes on the rental. After realizing how bad of a spot I was putting myself in after seeing the rental they were trying to give me (scratched, dented, had trash and plastic bottles inside, hadn’t even been washed) I went back in demanded for a new inspection slip, and manager after telling them I would file suit, they put put us in a descent Durango. They took $250 out for a deposit and only refunded half of it back. Do not use this company! PLEASE. Even if you’ve booked through Priceline as I did, just write it off as a loss and go to enterprise. I’m telling you they will get you! Period. I have video documentation of the whole event, we started recording after seeing over 7 other customers having similar issues!",1,US,"October 13, 2020"
"Several years ago I rented from FOX and had a bad experience (dirty car, broken interior parts, etc.) I have them the benefit of the doubt, allowing that it may have been a fluke, and recently rented with them again. Or, should I say, I PAID to rent with them but after arriving on my late-evening flight with my young daughter, I was told they had no more cars left. I was not the only customer to receive this surprising news. There were at least a dozen people in line, who all patiently waited for approximately 30 minutes before the manager FINALLY came out to explain the situation. The manager promised that we would be given refunds and that she would pay for us to take Uber/Lyft to our destinations. She explained that we could return the next day, when they MIGHT have some cars available. Given that I was with my young daughter, that it was 10:00 p.m. and that we were staying 45 minutes from the airport (and only for two nights), returning the next morning only to wait in another long line seemed absurd. The manager then directed me and other pre-paid customers to go ""rent from Budget or Avis."" Luckily, Avis was open and still had cars available. Of course, the cost was more and the FOX manager did not offer to cover the difference. After returning from my trip, I attempted to contact FOX, since I had not seen a reversal of charges on my credit card statement. I called three separate times and had to end the calls due to the extreme wait times. Finally, I just called my credit card company to reverse the charges and to investigate the issue on their own. Since a company cannot charge for a product they did not provide, I'm confident that they will find in my favor. At the end of the day, I am disgusted by FOX and the abysmal customer service and irresponsible business practices. Leaving dozens of customers (several of whom had pre-paid) in the lurch late at night is unconscionable. And, FOX can skip the ""please call customer service"" pat response. Not only do I not care to speak with them, I wouldn't be able to get through anyway.",1,US,"October 13, 2020"
"A total disappointment to me and my daughters - I had to cancel my bi-weekly visit because of Fox Rent a Car. Someone 'forgot' to make it clear you cannot drive beyond states with a common border with Illinois. Besides wasting my time getting to the rental, I had to spend more money than planned to get back to my family. I wonder why the first time I rented a car with Fox they didn't have a problem with me going to Ohio. Never again!",1,US,"October 12, 2020"
I am honestly appalled at how badly this company treated me and my family. they left us STRANDED at the airport with no car because we were 4 MINUTES LATE. They claimed to “no longer have the car” that we reserved. Obvious bull $hit seeing as there’s no way they could’ve given our car away in 4 fücking minutes. they offered to get us a car if we payed an extra $200 !!!!! never use this service it will only give you a bad start to your trip.,1,US,"October 10, 2020"
This is some whack bs. So if you're four minutes late for your reservation you can't get one. It's bullsnaz bro,1,US,"October 10, 2020"
"So we paid for a car, and then when we showed up four minutes late, we were not provided a car",1,US,"October 10, 2020"
..so ur telling me that if i’m 4 minutes late for my reservation it’s expired and i can’t get a car unless i pay $200 extra?? that’s the dumbest $hit ive ever heard. y’all are based out of an AIRPORT. we have no control if our flight is a few minutes late or so..obviously never using this service again y’all are dumb.,1,US,"October 10, 2020"
"Booked and paid for a full size suv but was given a compact suv, as simple as that. Did not get what I paid for.",1,US,"October 06, 2020"
Worst service EVER! Do not use this company.  Our rental is stranded in Calistoga due to an emergency evacuation from wildfires.  Per local sheriffs office no one is allowed in to the area and our flight leaves today out of San Francisco.  Have been speaking with Fox rental throughout the week about the situation and they said not to worry but hours before we leave they now say we will be charged each day it is left there and will eventually have to pay a towing fee!!  The wildfires and evacuation are not our fault.  We should not be liable for this!!!,1,US,"October 02, 2020"
"booked a car online and came into the rental store, the guy told me the car I booked is not available so he started a new booking order.The money I paid online never get refunded. Called several times, just hang up on me.",1,RO,"September 29, 2020"
"Nice experience with FOX, everything as it should be",5,US,"September 27, 2020"
"If I could give them less than one star I would. After a debacle where we landed and they said they were sold out of cars when we already paid in full through priceline?? Then the manager walked up, said let me go see what I have in the back. He was able to produce a lesser vehicle than what was paid for but threw in a ""free tank of gas"" I was okay with it and gave them the benefit of the doubt that they were a good company. WRONG! I have been calling and emailing continuously trying to get in touch with the Denver location. I mistakenly left my prescription sunglasses in the vehicle. It has now been two weeks with no response. I have tried to get the matter escalated but their customer service has not format of escalation. They can just ""send emails"" to the location and ""they will get back to me"". Which obviously is to much to ask. I wouldn't be so upset if these were cheap regular sunglasses.. The customer service rep informed me they only keep the item 30 days so the clock is ticking.",1,US,"September 25, 2020"
I would like to thank LaToya from the Fort Lauderdale Airport for trying to locate my house keys that I had left on the key ring of my rental car.   At this time they have not been located.  LaToya has gone out of her way to contact me regarding the update on when the rental will be returned. Latoya's help and professionalism will insure that I will continue to use Fox as my car rental choice in the future.,4,US,"September 24, 2020"
"DO NOT rent from Fox! They do not care about their customers! They will cheat anyone off their rentals any given opportunity and by the looks of it, they do it so often their reps just take heat from the angry customers! they already know what to say to unhappy customers, which is to blame it on their policy! they’re policy includes not caring to resolve customers issues! To do a simple date change, you, the customer has to go back into the system, for whatever reason they can’t do it over the phone, cancel your existing rental, then when you rebook for the correct reservation, you have to pay another $400 deposit instead of being able to use the existing deposit! This company is clearly owned by scammers and will never go back here and will tell everyone to never come here!**Update** After receiving yet another rehearsed response to a customer issue, speaking with another rep will only make the matters worse. If Fox Rental wants to fix this, then a decision maker needs to get in contact with me and resolve my issue. Otherwise it is pointless and I can move forward accepting Fox rental is just a big scam!",1,US,"September 22, 2020"
"I made reservation for a Fox car through for a five-day rental period. The rental fee for five days is total $269. The leasing agreement stated that if the car cannot be returned on time, a daily fee of $37/day will be charged for later return. Due to the business reason, I extended the two-day lease. When I returned the car, Fox charged 327.07$ for late return. It is not as agreement state 37$/day ( 2 days should be only 74 $) A total of 687.06 USD charged on my credit card. When I went to the Fox front to ask the reason, they explain many reason and gave me the billing account phone number because I was rush to take my flight. I could not got some one help on the phone after more than 40 minutes waiting. When I rent the care, I declare that I have my own insurance to cover the protection. I need not purchase any insurance. And I will fill the gas full by myself. I have no any accident during my rental.FOX just gave extra charge as much as they want.",2,US,"September 22, 2020"
"The car was fine - except it came with a left blinker light out and it smelled really funky.  My issue is with the person who checked us in.  He asked where we were going and I told him Colorado Springs. He told me the car needed the toll transponder.  There was no options except to get the $15 fee for not having a transponder and the $11.99/day was a better deal.  I asked specifically if we would have tolls to COS and he said yes.  So we agreed.  Well, we never had one toll!  My bad for not researching this - but lying to up-sell is terrible!",2,US,"September 22, 2020"
"Fox rent a car Denver. Rates were great. Service was fast and friendly. Kidus was my check out representative, he did a great job. My vehicle had 16,000 miles on it. Took it to the top of Pikes Peak. I would recommend the Dodge Durango, tons of room, and good on gas. Thanks Fox for a great experience. Kevin",5,US,"September 19, 2020"
"I used Fox Rent A Car on August 7th in Tampa, FL. I arrived around midnight that Friday morning exhausted to be told I had to put down a $400 deposit. No where on any site does it state the amount for the deposit just that we needed to make sure to bring our photo ID and the card that would be used. After having to pay way more out of pocket than we should have, when we came back to check the car in they tell us everything checks out good not a lot of gas was used and the car was clean. We should be getting a confirmation email for drop off (which was never received) but the total was $321! When I initially put in the reservation my total which stated ACTUAL total included taxes and other cost was $162.24. I contacted customer service the next morning which I was on hold for well over an hour to have a rude representative explain to me what I had already knew as if I was bothering him. I was told that I left the car on E which was far from the truth, I asked for them to remove the Sunpass from the contract as I only used 2 tolls that equaled less than $10. I was not going to pay $40 for $10 worth of tolls, completely absurd. The representative told me if I didn't pay the toll when I received it by mail that I would be charged a fee from the rental agency, so the representative assumed I was not going to pay the toll. A month later I have yet to receive the invoice for these tolls I used back in August. I have been on hold a majority of my day (while at work) to try and hunt down this invoice as Sunpass cannot help me since the car is registered to Fox Rent A Car. I am currently on hold as I am writing this for about an hour for a simple request to avoid an obscene charge for tolls that again do not amount more than $10. DO NOT USE THIS RENTAL AGENCY. They are rude when they do finally answer the phone and do not explain anything.",1,US,"September 15, 2020"
"Waited in line for over an hour on a slow Thursday afternoon prior to getting to the counter. Took the service rep 20 more minutes to produce paperwork. Then waited 30 more minutes to clean our car. Several cars were not accessible due to being blocked in. This process is antiquated, unbelievably inefficient. Not worth saving the few $. Stay away from this rental car company!",1,N/A,"September 10, 2020"
"Employees ransacked my cooler that I left in the car (beware of thieves)! I had an exhausting and long drive when I returned the car full of fuel and completely clean, but left behind a cooler and a painting in the back seat. Calling customer service was/is a joke, good luck trying to speak with a human. Ended up having to go back to the rental drop off, first person said nothing was found, escalated it to a manager who said it might be there and was able to find it. When I checked to cooler after I returned home I noticed a measuring scale I use for baking was stolen along with some produce. FOX has NO CUSTOMER SERVICE btw, when you talk to someone they just send off a ticket and “do their job” which does not equate to actually helping you. I don’t think the rental contract says they promise to not steal lost & found items or that they have human decency. Keep your standards high but expectations low with these fools, just look at their weak reply below. t(-_-t)",1,US,"September 09, 2020"
"Horrible ! I went in asking several questions they lied just to get me To pay . I paid for a specific car they gave me another because I’mNot big on complaining i said sure I’m just ready to vacation . So i got outside i asked the girl outside the same questions i asked inside to the high ups she told me different . Basically i had an early flight and they didn’t open early so i kept asking will there be a shuttle bc clearly i have no other way to get back to the airport , their best answer was just get 2 hotels one closer to the airport and shuttle with who they have but listen to this they had a fee for returning the car early but she suggested i return it early and don’t worry about the 25$ Fee . Do i look stupid ??? Then the high up was like “i mean who books a 6:45 am flight ?!” As if i might not have a life to get back to y’all are trash I’m so disappointed in Priceline for choosing y’all NEVER AGAIN ! Also they said i wouldn’t be charged bc i never left the lot but it’s still pending ! I will be waiting",1,US,"September 07, 2020"
